# settings: ObjectDict([('device', 'cpu'), ('num_threads', 4), ('lr', 0.1), ('batch_size', 64), ('n_lstm', 8), ('n_updates', 10000000.0), ('results_dir', 'results'), ('print_stats_at', 100.0), ('plot_at', 1000.0), ('validate_at', 500.0), ('n_samples', 100000.0), ('rnd_seed', 42)])
[train] u: 0000100; loss: 0.0329351; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.3897695  ... 0.55573593 0.89907383 0.90054531]; bacc: 0.5000; average_auc:0.4588
[train] u: 0009500; loss: 0.0389367; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.58703231 0.33132721 0.38968247 ... 0.55619048 0.90089154 0.9026227 ]; bacc: 0.5000; average_auc:0.4599
[validation] u: 0009500; loss: 0.0400668; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.94829826 0.69004936 0.48367547 ... 0.2987789  0.2987789  0.47522523]; bacc: 0.5000; validation_auc:0.4534
[train] u: 0009600; loss: 0.0387186; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66444007 0.33132721 0.38970457 ... 0.55640693 0.90132433 0.90305548]; bacc: 0.5000; average_auc:0.4596
[train] u: 0009700; loss: 0.0378382; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66421271 0.33132721 0.38961548 ... 0.55627706 0.90141089 0.90279581]; bacc: 0.5000; average_auc:0.4598
[train] u: 0009800; loss: 0.0462471; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66410445 0.33132721 0.38968661 ... 0.55601732 0.89967974 0.90236302]; bacc: 0.5000; average_auc:0.4590
[train] u: 0009900; loss: 0.0411998; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66720076 0.33132721 0.38973634 ... 0.55632035 0.90167056 0.90288237]; bacc: 0.5000; average_auc:0.4602
[train] u: 0010000; loss: 0.0410852; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63775333 0.33132721 0.38973496 ... 0.55601732 0.89959318 0.90236302]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0010000; loss: 0.0430443; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.91530268 0.75370226 0.48376753 ... 0.2987789  0.2987789  0.47522523]; bacc: 0.5000; validation_auc:0.4525
[train] u: 0010100; loss: 0.0357687; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66415858 0.33132721 0.38967971 ... 0.55621212 0.90115122 0.90279581]; bacc: 0.5000; average_auc:0.4595
[train] u: 0010200; loss: 0.0389382; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.38967142 ... 0.55623377 0.90011252 0.90279581]; bacc: 0.5000; average_auc:0.4595
[train] u: 0010300; loss: 0.0408254; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.38973358 ... 0.55619048 0.90019908 0.9026227 ]; bacc: 0.5000; average_auc:0.4591
[train] u: 0010400; loss: 0.0412085; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.58360038 0.33132721 0.3896507  ... 0.55616883 0.90089154 0.90270925]; bacc: 0.5000; average_auc:0.4600
[train] u: 0010500; loss: 0.0418595; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66095401 0.33132721 0.38972598 ... 0.55603896 0.90002597 0.90210335]; bacc: 0.5000; average_auc:0.4591
[validation] u: 0010500; loss: 0.0441535; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87464276 0.75331255 0.48369082 ... 0.29890881 0.29890881 0.47531185]; bacc: 0.5000; validation_auc:0.4522
[train] u: 0010600; loss: 0.0379783; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64839555 0.40588558 0.38949737 ... 0.55621212 0.90106466 0.90279581]; bacc: 0.5000; average_auc:0.4598
[train] u: 0010700; loss: 0.0433316; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66420189 0.33132721 0.38971839 ... 0.55599567 0.89967974 0.90167056]; bacc: 0.5000; average_auc:0.4588
[train] u: 0010800; loss: 0.0405913; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66415858 0.33135608 0.38963965 ... 0.55608225 0.9003722  0.90253614]; bacc: 0.5000; average_auc:0.4592
[train] u: 0010900; loss: 0.0407402; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63645418 0.33137051 0.38947389 ... 0.55603896 0.90011252 0.90253614]; bacc: 0.5000; average_auc:0.4595
[train] u: 0011000; loss: 0.0395685; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66390958 0.33138494 0.38964656 ... 0.55627706 0.9009781  0.90288237]; bacc: 0.5000; average_auc:0.4592
[validation] u: 0011000; loss: 0.0408087; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87464276 0.75357236 0.48349136 ... 0.29890881 0.29890881 0.47522523]; bacc: 0.5000; validation_auc:0.4527
[train] u: 0011100; loss: 0.0434173; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66415858 0.33137051 0.3896728  ... 0.55619048 0.90063187 0.90288237]; bacc: 0.5000; average_auc:0.4598
[train] u: 0011200; loss: 0.0407757; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66386627 0.33137051 0.38963412 ... 0.55625541 0.90089154 0.90288237]; bacc: 0.5000; average_auc:0.4593
[train] u: 0011300; loss: 0.0396775; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66398536 0.33135608 0.389525   ... 0.55621212 0.90089154 0.90288237]; bacc: 0.5000; average_auc:0.4594
[train] u: 0011400; loss: 0.0363050; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64681491 0.33135608 0.38954848 ... 0.5561039  0.90019908 0.90253614]; bacc: 0.5000; average_auc:0.4593
[train] u: 0011500; loss: 0.0353736; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33134165 0.38947803 ... 0.55621212 0.90011252 0.90253614]; bacc: 0.5000; average_auc:0.4592
[validation] u: 0011500; loss: 0.0373560; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87438296 0.75331255 0.48330725 ... 0.29916862 0.29916862 0.47522523]; bacc: 0.5000; validation_auc:0.4534
[train] u: 0011600; loss: 0.0346868; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66402867 0.33134165 0.38959406 ... 0.5562987  0.9003722  0.90270925]; bacc: 0.5000; average_auc:0.4599
[train] u: 0011700; loss: 0.0395292; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66413693 0.33132721 0.38963689 ... 0.55625541 0.89993941 0.90227646]; bacc: 0.5000; average_auc:0.4591
[train] u: 0011800; loss: 0.0355208; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62749004 0.33134165 0.38941449 ... 0.55645022 0.9009781  0.90288237]; bacc: 0.5000; average_auc:0.4600
[train] u: 0011900; loss: 0.0383533; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66838082 0.33134165 0.38965346 ... 0.55638528 0.90045876 0.90270925]; bacc: 0.5000; average_auc:0.4593
[train] u: 0012000; loss: 0.0416679; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66418024 0.33132721 0.38960512 ... 0.55638528 0.90054531 0.90288237]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0012000; loss: 0.0427725; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87451286 0.75357236 0.48366013 ... 0.29981813 0.29981813 0.47522523]; bacc: 0.5000; validation_auc:0.4524
[train] u: 0012100; loss: 0.0376396; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66418024 0.33134165 0.38957058 ... 0.55640693 0.90054531 0.90288237]; bacc: 0.5000; average_auc:0.4592
[train] u: 0012200; loss: 0.0406071; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63789408 0.33132721 0.38957058 ... 0.55623377 0.89985285 0.90218991]; bacc: 0.5000; average_auc:0.4590
[train] u: 0012300; loss: 0.0416877; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6641261  0.33132721 0.38950704 ... 0.55623377 0.89993941 0.90253614]; bacc: 0.5000; average_auc:0.4592
[train] u: 0012400; loss: 0.0444197; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33131278 0.3895319  ... 0.55632035 0.89985285 0.90210335]; bacc: 0.5000; average_auc:0.4589
[train] u: 0012500; loss: 0.0477038; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66406115 0.33129835 0.38947941 ... 0.55623377 0.89993941 0.90253614]; bacc: 0.5000; average_auc:0.4597
[validation] u: 0012500; loss: 0.0503905; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87477267 0.67952715 0.48338396 ... 0.29981813 0.29981813 0.47531185]; bacc: 0.5000; validation_auc:0.4529
[train] u: 0012600; loss: 0.0504037; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66405032 0.33131278 0.38952085 ... 0.5562987  0.89967974 0.90175712]; bacc: 0.5000; average_auc:0.4589
[train] u: 0012700; loss: 0.0479073; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66407197 0.33131278 0.38947527 ... 0.55627706 0.89967974 0.90193023]; bacc: 0.5000; average_auc:0.4591
[train] u: 0012800; loss: 0.0521435; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66398536 0.33131278 0.38941863 ... 0.5562987  0.89976629 0.90227646]; bacc: 0.5000; average_auc:0.4591
[train] u: 0012900; loss: 0.0535158; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6638771  0.33126948 0.38919486 ... 0.55584416 0.90002597 0.9026227 ]; bacc: 0.5000; average_auc:0.4601
[train] u: 0013000; loss: 0.0537339; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66384462 0.33129835 0.38935647 ... 0.55681818 0.89976629 0.90201679]; bacc: 0.5000; average_auc:0.4591
[validation] u: 0013000; loss: 0.0566176; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87542219 0.75253313 0.48312314 ... 0.30046765 0.30046765 0.47635135]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0013100; loss: 0.0548775; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66379049 0.33139938 0.38927359 ... 0.5571645  0.89976629 0.90218991]; bacc: 0.5000; average_auc:0.4592
[train] u: 0013200; loss: 0.0511107; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66363892 0.33139938 0.38912441 ... 0.5567316  0.90019908 0.90279581]; bacc: 0.5000; average_auc:0.4590
[train] u: 0013300; loss: 0.0458489; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66355231 0.33139938 0.3890733  ... 0.55701299 0.90028564 0.90288237]; bacc: 0.5000; average_auc:0.4591
[train] u: 0013400; loss: 0.0435924; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66351983 0.33135608 0.388873   ... 0.55707792 0.90071843 0.90331516]; bacc: 0.5000; average_auc:0.4593
[train] u: 0013500; loss: 0.0409531; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66336827 0.33128392 0.38873487 ... 0.5574026  0.9009781  0.90348827]; bacc: 0.5000; average_auc:0.4595
[validation] u: 0013500; loss: 0.0423937; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87607171 0.74941543 0.48207984 ... 0.30163679 0.30163679 0.47661123]; bacc: 0.5000; validation_auc:0.4529
[train] u: 0013600; loss: 0.0406081; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66319505 0.33121175 0.38855806 ... 0.55753247 0.90115122 0.90392106]; bacc: 0.5000; average_auc:0.4593
[train] u: 0013700; loss: 0.0415678; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66309761 0.33111073 0.38835224 ... 0.55785714 0.90132433 0.90409417]; bacc: 0.5000; average_auc:0.4595
[train] u: 0013800; loss: 0.0400927; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66308678 0.33112516 0.38815747 ... 0.55813853 0.901584   0.90444041]; bacc: 0.5001; average_auc:0.4593
[train] u: 0013900; loss: 0.0379828; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66307596 0.33115402 0.38797513 ... 0.55831169 0.90184368 0.90470008]; bacc: 0.5000; average_auc:0.4592
[train] u: 0014000; loss: 0.0357950; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66283778 0.33122619 0.38766571 ... 0.55800866 0.90201679 0.90504631]; bacc: 0.5000; average_auc:0.4597
[validation] u: 0014000; loss: 0.0372935; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87711094 0.74668745 0.48046887 ... 0.30436477 0.30436477 0.47912335]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0014100; loss: 0.0396006; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66271869 0.33137051 0.38755106 ... 0.55865801 0.90236302 0.90530598]; bacc: 0.5000; average_auc:0.4592
[train] u: 0014200; loss: 0.0356660; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66256712 0.33132721 0.38729689 ... 0.55854978 0.90218991 0.90573877]; bacc: 0.5000; average_auc:0.4596
[train] u: 0014300; loss: 0.0441767; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66261043 0.33134165 0.38721677 ... 0.55945887 0.90288237 0.90599844]; bacc: 0.5000; average_auc:0.4593
[train] u: 0014400; loss: 0.0293452; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66271869 0.33121175 0.38700543 ... 0.55926407 0.90288237 0.90660435]; bacc: 0.5000; average_auc:0.4596
[train] u: 0014500; loss: 0.0367829; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66249134 0.33126948 0.38693636 ... 0.55978355 0.90314204 0.90660435]; bacc: 0.5000; average_auc:0.4591
[validation] u: 0014500; loss: 0.0388379; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87840998 0.74356976 0.47858173 ... 0.30761237 0.30761237 0.48128898]; bacc: 0.5000; validation_auc:0.4524
[train] u: 0014600; loss: 0.0315083; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66320587 0.33126948 0.38682033 ... 0.5597619  0.90305548 0.90686402]; bacc: 0.5000; average_auc:0.4595
[train] u: 0014700; loss: 0.0317664; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66284861 0.33122619 0.38672778 ... 0.55943723 0.90305548 0.90703713]; bacc: 0.5000; average_auc:0.4596
[train] u: 0014800; loss: 0.0351493; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6641261  0.33121175 0.38665457 ... 0.55980519 0.90331516 0.90721025]; bacc: 0.5000; average_auc:0.4594
[train] u: 0014900; loss: 0.0391934; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66340074 0.33125505 0.38663523 ... 0.56030303 0.90348827 0.90721025]; bacc: 0.5000; average_auc:0.4591
[train] u: 0015000; loss: 0.0412593; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66324918 0.33122619 0.38655097 ... 0.5602381  0.90340171 0.90738336]; bacc: 0.5000; average_auc:0.4597
[validation] u: 0015000; loss: 0.0426690; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87776046 0.74305014 0.47813679 ... 0.30930112 0.30930112 0.48154886]; bacc: 0.5000; validation_auc:0.4531
[train] u: 0015100; loss: 0.0371754; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.58916508 0.33124062 0.38643908 ... 0.56012987 0.90348827 0.90746992]; bacc: 0.5000; average_auc:0.4595
[train] u: 0015200; loss: 0.0405591; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66341157 0.33125505 0.38645842 ... 0.5604329  0.90366139 0.90755648]; bacc: 0.5000; average_auc:0.4591
[train] u: 0015300; loss: 0.0428318; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66397454 0.33128392 0.38643079 ... 0.56090909 0.90357483 0.90764304]; bacc: 0.5000; average_auc:0.4590
[train] u: 0015400; loss: 0.0432734; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66324918 0.33126948 0.38637001 ... 0.56036797 0.90366139 0.90764304]; bacc: 0.5000; average_auc:0.4591
[train] u: 0015500; loss: 0.0394977; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66291356 0.33128392 0.38638382 ... 0.56069264 0.90366139 0.90764304]; bacc: 0.5000; average_auc:0.4593
[validation] u: 0015500; loss: 0.0417020; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87840998 0.74253053 0.47761515 ... 0.31021044 0.31021044 0.48232848]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0015600; loss: 0.0380622; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66274034 0.33124062 0.38644046 ... 0.56121212 0.90357483 0.90764304]; bacc: 0.5000; average_auc:0.4599
[train] u: 0015700; loss: 0.0380259; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66327083 0.33128392 0.3863852  ... 0.56058442 0.90366139 0.90764304]; bacc: 0.5000; average_auc:0.4594
[train] u: 0015800; loss: 0.0380073; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66313009 0.33129835 0.38672778 ... 0.56525974 0.90374794 0.90721025]; bacc: 0.5000; average_auc:0.4591
[train] u: 0015900; loss: 0.0380144; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66285943 0.33125505 0.38644391 ... 0.56069264 0.90357483 0.90764304]; bacc: 0.5000; average_auc:0.4593
[train] u: 0016000; loss: 0.0395083; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.54891304 0.33122619 0.3863852  ... 0.56006494 0.90357483 0.90764304]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0016000; loss: 0.0418308; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.61808262 0.74084178 0.47789131 ... 0.31021044 0.31021044 0.48198198]; bacc: 0.5000; validation_auc:0.4531
[train] u: 0016100; loss: 0.0339491; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66284861 0.33128392 0.38644598 ... 0.56045455 0.90340171 0.90755648]; bacc: 0.5000; average_auc:0.4599
[train] u: 0016200; loss: 0.0291025; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66418024 0.33124062 0.38648604 ... 0.5608658  0.90340171 0.90746992]; bacc: 0.5000; average_auc:0.4591
[train] u: 0016300; loss: 0.0318501; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66313009 0.33122619 0.38655649 ... 0.56103896 0.90331516 0.90746992]; bacc: 0.5000; average_auc:0.4603
[train] u: 0016400; loss: 0.0353988; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66290274 0.33126948 0.38661174 ... 0.56192641 0.90357483 0.90712369]; bacc: 0.5001; average_auc:0.4595
[train] u: 0016500; loss: 0.0427178; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66248051 0.33129835 0.38668081 ... 0.56341991 0.90357483 0.90712369]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0016500; loss: 0.0440132; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88347623 0.74188101 0.47796803 ... 0.31008054 0.31008054 0.48336798]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0016600; loss: 0.0359824; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33139938 0.38663523 ... 0.56090909 0.90340171 0.90746992]; bacc: 0.5000; average_auc:0.4596
[train] u: 0016700; loss: 0.0369548; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66393123 0.33137051 0.38670706 ... 0.56103896 0.90314204 0.90721025]; bacc: 0.5000; average_auc:0.4614
[train] u: 0016800; loss: 0.0340560; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66340074 0.33144267 0.38675679 ... 0.56170996 0.90331516 0.90721025]; bacc: 0.5000; average_auc:0.4594
[train] u: 0016900; loss: 0.0336587; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64818985 0.33151484 0.38681204 ... 0.56114719 0.90366139 0.90721025]; bacc: 0.5000; average_auc:0.4592
[train] u: 0017000; loss: 0.0391500; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66265373 0.33161586 0.38687834 ... 0.56010823 0.90400762 0.90781615]; bacc: 0.5000; average_auc:0.4602
[validation] u: 0017000; loss: 0.0413607; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88152767 0.74668745 0.47960968 ... 0.31008054 0.31008054 0.47002772]; bacc: 0.5000; validation_auc:0.4532
[train] u: 0017100; loss: 0.0334821; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6628053  0.33177462 0.3867264  ... 0.56487013 0.90426729 0.90798927]; bacc: 0.5000; average_auc:0.4587
[train] u: 0017200; loss: 0.0323910; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66336827 0.33200554 0.38703444 ... 0.56140693 0.9038345  0.90695058]; bacc: 0.5000; average_auc:0.4589
[train] u: 0017300; loss: 0.0312845; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66293522 0.33190451 0.38726374 ... 0.56322511 0.90495975 0.90842205]; bacc: 0.5000; average_auc:0.4592
[train] u: 0017400; loss: 0.0266307; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66244803 0.33203441 0.38692669 ... 0.56010823 0.90418073 0.90816238]; bacc: 0.5000; average_auc:0.4597
[train] u: 0017500; loss: 0.0289128; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66858652 0.33585902 0.38874316 ... 0.56917749 0.90816238 0.91093223]; bacc: 0.5000; average_auc:0.4598
[validation] u: 0017500; loss: 0.0310426; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88893219 0.75733957 0.48135874 ... 0.31021044 0.31021044 0.38227651]; bacc: 0.5000; validation_auc:0.4534
  New best validation loss: 0.03104264661669731
[train] u: 0017600; loss: 0.0364055; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66564178 0.33206327 0.38725407 ... 0.56170996 0.90348827 0.9066909 ]; bacc: 0.5000; average_auc:0.4596
[train] u: 0017700; loss: 0.0309436; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6668868  0.33225089 0.38766157 ... 0.56233766 0.906085   0.9095473 ]; bacc: 0.5000; average_auc:0.4603
[train] u: 0017800; loss: 0.0374284; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.71202148 0.35652638 0.3947962  ... 0.40465368 0.64442136 0.93412966]; bacc: 0.5001; average_auc:0.4641
[train] u: 0017900; loss: 0.0283881; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66320587 0.33242408 0.38818648 ... 0.56424242 0.90660435 0.90972042]; bacc: 0.5000; average_auc:0.4598
[train] u: 0018000; loss: 0.0213243; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66331413 0.33255398 0.38681895 ... 0.56008658 0.90279581 0.90625811]; bacc: 0.5000; average_auc:0.4595
[validation] u: 0018000; loss: 0.0215315; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88035853 0.74188101 0.48146614 ... 0.30891141 0.30891141 0.47972973]; bacc: 0.5000; validation_auc:0.4534
  New best validation loss: 0.021531468257308006
[train] u: 0018100; loss: 0.0315160; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66473237 0.33264057 0.38787015 ... 0.56316017 0.9038345  0.90695058]; bacc: 0.5000; average_auc:0.4598
[train] u: 0018200; loss: 0.0300497; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33339106 0.38922386 ... 0.56493506 0.91188436 0.91569289]; bacc: 0.5000; average_auc:0.4603
[train] u: 0018300; loss: 0.0307066; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66290274 0.33318901 0.38943797 ... 0.54597403 0.90686402 0.90980698]; bacc: 0.5000; average_auc:0.4587
[train] u: 0018400; loss: 0.0193776; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66418024 0.33533945 0.3900057  ... 0.5675974  0.91127846 0.9146542 ]; bacc: 0.5000; average_auc:0.4593
[train] u: 0018500; loss: 0.0158002; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.68865841 0.33470442 0.37920222 ... 0.51995671 0.91101878 0.9146542 ]; bacc: 0.5000; average_auc:0.4604
[validation] u: 0018500; loss: 0.0167596; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88984152 0.70641725 0.4877566  ... 0.30969083 0.30969083 0.46509009]; bacc: 0.5000; validation_auc:0.4541
  New best validation loss: 0.016759570688009262
[train] u: 0018600; loss: 0.0164677; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6692361  0.33362198 0.38342222 ... 0.51261905 0.90461352 0.94737298]; bacc: 0.5000; average_auc:0.4595
[train] u: 0018700; loss: 0.0176892; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.67930452 0.33466112 0.38232267 ... 0.51251082 0.9191552  0.92417554]; bacc: 0.5000; average_auc:0.4601
[train] u: 0018800; loss: 0.0198134; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.70274337 0.35984586 0.38005313 ... 0.53519481 0.88643642 0.78905912]; bacc: 0.5000; average_auc:0.4620
